step,timestamp,encoder,SIN_P,COS_P,SIN_N,COS_N,cycle,direction,theta,alpha,angle_error,ideal_tmp,actual_tmp,IND
49,10:09:31,619,15998,16829,10523,9716,116,CW,276.768,277.9917053,1.223705298,-60,-38.52956667,14999
50,10:09:31,629,15651,17077,10890,9466,116,CW,282.429,283.7179534,1.288953361,-60,-38.52956667,15000
51,10:09:31,629,15263,17275,11268,9253,116,CW,288.09,289.4202363,1.330236304,-60,-38.52956667,15001
52,10:09:32,622,14872,17455,11656,9091,116,CW,293.688,294.9822971,1.294297051,-60,-38.58285,15002
53,10:09:32,639,14451,17579,12075,8955,116,CW,299.439,300.7055366,1.266536558,-60,-38.58285,15003
54,10:09:32,625,14033,17655,12501,8865,116,CW,305.064,306.2820939,1.218093913,-60,-38.58285,15004
55,10:09:32,641,13600,17702,12933,8831,116,CW,310.833,311.8942173,1.061217336,-60,-38.63613333,15005
56,10:09:33,625,13158,17696,13353,8831,116,CW,316.458,317.4435373,0.985537304,-60,-38.63613333,15006
57,10:09:33,618,12740,17647,13785,8871,116,CW,322.02,322.9284259,0.908425861,-60,-38.63613333,15007
58,10:09:33,622,12320,17552,14207,8964,116,CW,327.618,328.4508409,0.832840868,-60,-38.63613333,15008
59,10:09:34,635,11900,17429,14629,9105,116,CW,333.333,334.0964199,0.763419916,-60,-38.68941667,15009
60,10:09:34,632,11493,17245,15039,9273,116,CW,339.021,339.7815155,0.76051554,-60,-38.68941667,15010
61,10:09:34,618,11106,17028,15420,9475,116,CW,344.583,345.3715506,0.788550641,-60,-38.68941667,15011
62,10:09:35,637,10728,16780,15788,9731,116,CW,350.316,351.1247495,0.808749545,-60,-38.7427,15012
63,10:09:35,628,10385,16503,16138,10012,116,CW,355.968,356.8106269,0.842626946,-60,-38.7427,15013
64,10:09:36,635,10055,16157,16438,10304,116,CW,361.683,362.5440504,0.861050371,-60,-38.7427,15014
0,10:09:38,198,10007,16081,16366,10259,116,CCW,363.465,362.5867814,-0.878218639,-60,-38.7427,15015
1,10:09:38,-594,10321,16399,16086,9977,116,CCW,358.119,357.1622185,-0.956781526,-60,-38.79598333,15016
2,10:09:39,-625,10649,16682,15725,9694,116,CCW,352.494,351.4367359,-1.057264071,-60,-38.79598333,15017
3,10:09:39,-639,11028,16941,15370,9446,116,CCW,346.743,345.712279,-1.030720972,-60,-38.79598333,15018
4,10:09:39,-614,11408,17138,14986,9231,116,CCW,341.217,340.139344,-1.077655982,-60,-38.84926667,15019
5,10:09:40,-641,11822,17335,14582,9064,116,CCW,335.448,334.3919586,-1.056041404,-60,-38.84926667,15020
6,10:09:40,-627,12216,17447,14147,8917,116,CCW,329.805,328.8079697,-0.997030253,-60,-38.84926667,15021
7,10:09:40,-631,12659,17555,13741,8829,116,CCW,324.126,323.2034858,-0.922514164,-60,-38.90255,15022
8,10:09:40,-620,13085,17612,13315,8785,116,CCW,318.546,317.6750482,-0.870951779,-60,-38.90255,15023
9,10:09:41,-627,13509,17622,12881,8782,116,CCW,312.903,312.1311359,-0.771864131,-60,-38.90255,15024
10,10:09:41,-633,13946,17586,12460,8818,116,CCW,307.206,306.55197,-0.654030047,-60,-38.95583333,15025
11,10:09:41,-629,14379,17505,12043,8903,116,CCW,301.545,300.9189892,-0.626010776,-60,-39.16896667,15026
12,10:09:42,-640,14784,17380,11619,9037,116,CCW,295.785,295.244867,-0.540132972,-60,-39.22225,15027
13,10:09:42,-624,15182,17226,11231,9204,116,CCW,290.169,289.6789081,-0.490091904,-60,-39.22225,15028
14,10:09:42,-634,15568,17011,10852,9407,116,CCW,284.463,283.9449893,-0.518010732,-60,-39.22225,15029
15,10:09:42,-627,15929,16778,10496,9661,116,CCW,278.82,278.2276689,-0.592331127,-60,-39.22225,15030
16,10:09:43,-623,16194,16444,10125,9901,116,CCW,273.213,272.5592686,-0.65373138,-60,-39.27553333,15031
17,10:09:43,-623,16557,16190,9864,10238,116,CCW,267.606,266.8674939,-0.738506114,-60,-39.27553333,15032
18,10:09:43,-625,16822,15857,9593,10572,116,CCW,261.981,261.2071837,-0.77381626,-60,-39.27553333,15033
19,10:09:44,-643,17052,15485,9342,10941,116,CCW,256.194,255.3688513,-0.825148666,-60,-39.32881667,15034
20,10:09:44,-629,17258,15112,9149,11322,116,CCW,250.533,249.7443681,-0.78863189,-60,-39.32881667,15035
21,10:09:44,-634,17431,14703,8990,11727,116,CCW,244.827,243.9694632,-0.857536761,-60,-39.32881667,15036
22,10:09:45,-625,17542,14293,8866,12140,116,CCW,239.202,238.3697295,-0.832270514,-60,-39.3821,15037
23,10:09:45,-627,17613,13874,8789,12569,116,CCW,233.559,232.758982,-0.800018043,-60,-39.3821,15038
24,10:09:45,-620,17658,13456,8766,12990,116,CCW,227.979,227.2932267,-0.685773269,-60,-39.3821,15039
25,10:09:45,-629,17640,13018,8774,13420,116,CCW,222.318,221.6769918,-0.641008217,-60,-39.3821,15040
26,10:09:46,-630,17591,12604,8831,13863,116,CCW,216.648,216.109679,-0.538320991,-60,-39.43538333,15041
27,10:09:46,-617,17486,12177,8926,14266,116,CCW,211.095,210.6226832,-0.472316826,-60,-39.43538333,15042
28,10:09:46,-633,17353,11758,9073,14685,116,CCW,205.398,204.9526006,-0.445399416,-60,-39.43538333,15043
29,10:09:47,-628,17166,11367,9252,15094,116,CCW,199.746,199.3177551,-0.428244867,-60,-39.48866667,15044
30,10:09:47,-632,16939,10978,9472,15478,116,CCW,194.058,193.6020388,-0.455961188,-60,-39.48866667,15045
31,10:09:47,-610,16699,10618,9733,15832,116,CCW,188.568,188.0216241,-0.546375867,-60,-39.48866667,15046
32,10:09:47,-623,16410,10283,10011,16166,116,CCW,182.961,182.4150271,-0.545972906,-60,-39.48866667,15047
33,10:09:48,-623,16087,9971,10322,16474,116,CCW,177.354,176.7482236,-0.605776438,-60,-39.54195,15048
34,10:09:48,-622,15752,9691,10682,16758,116,CCW,171.756,171.0293276,-0.726672386,-60,-39.54195,15049
35,10:09:48,-633,15372,9432,11049,16997,116,CCW,166.059,165.2926056,-0.766394439,-60,-39.54195,15050
36,10:09:49,-608,14993,9230,11430,17217,116,CCW,160.587,159.7416188,-0.8453812,-60,-39.59523333,15051
37,10:09:49,-633,14581,9048,11842,17385,116,CCW,154.89,154.0226205,-0.8673795,-60,-39.59523333,15052
38,10:09:49,-621,14170,8911,12264,17515,116,CCW,149.301,148.4315932,-0.869406821,-60,-39.59523333,15053
39,10:09:50,-625,13743,8822,12691,17614,116,CCW,143.676,142.8388079,-0.837192117,-60,-39.64851667,15054
40,10:09:50,-610,13304,8771,13103,17648,116,CCW,138.186,137.3532858,-0.832714215,-60,-39.64851667,15055
41,10:09:50,-615,12859,8745,13513,17613,116,CCW,132.651,131.8452983,-0.805701718,-60,-39.64851667,15056
42,10:09:50,-627,12460,8806,13977,17617,116,CCW,127.008,126.267095,-0.740904988,-60,-39.64851667,15057
43,10:09:51,-621,12032,8888,14390,17531,116,CCW,121.419,120.7154923,-0.70350772,-60,-39.7018,15058
44,10:09:51,-631,11615,9009,14809,17394,116,CCW,115.74,115.029421,-0.710579041,-60,-39.7018,15059
45,10:09:51,-610,11223,9168,15193,17219,116,CCW,110.25,109.5162672,-0.733732806,-60,-39.7018,15060
46,10:09:52,-633,10837,9380,15574,17017,116,CCW,104.553,103.809337,-0.743663032,-60,-39.75508333,15061
47,10:09:52,-610,10479,9625,15932,16774,116,CCW,99.063,98.12176054,-0.941239463,-60,-39.75508333,15062
48,10:09:52,-612,10160,9890,16259,16489,116,CCW,93.555,92.54078764,-1.014212362,-60,-39.75508333,15063
49,10:09:52,-634,9860,10202,16566,16191,116,CCW,87.849,86.87468974,-0.974310261,-60,-39.75508333,15064
50,10:09:53,-615,9583,10532,16821,15857,116,CCW,82.314,81.27412488,-1.039875123,-60,-39.80836667,15065
51,10:09:53,-631,9351,10896,17074,15492,116,CCW,76.635,75.5178109,-1.1171891,-60,-39.80836667,15066
52,10:09:53,-614,9151,11269,17269,15108,116,CCW,71.109,69.91782175,-1.191178245,-60,-39.80836667,15067
53,10:09:54,-638,8987,11679,17430,14710,116,CCW,65.367,64.22206737,-1.144932631,-60,-39.86165,15068
54,10:09:54,-619,8876,12091,17557,14306,116,CCW,59.796,58.68265435,-1.113345649,-60,-39.86165,15069
55,10:09:54,-623,8796,12501,17623,13865,116,CCW,54.189,53.07580972,-1.113190284,-60,-39.86165,15070
56,10:09:55,-613,8763,12929,17656,13455,116,CCW,48.672,47.6332665,-1.038733496,-60,-39.91493333,15071
57,10:09:55,-624,8774,13368,17645,13027,116,CCW,43.056,42.03694375,-1.01905625,-60,-39.91493333,15072
58,10:09:55,-627,8833,13787,17591,12592,116,CCW,37.413,36.49395133,-0.919048669,-60,-39.91493333,15073
59,10:09:55,-614,8929,14197,17490,12178,116,CCW,31.887,31.05266815,-0.834331848,-60,-39.91493333,15074
60,10:09:56,-636,9069,14625,17345,11766,116,CCW,26.163,25.36046619,-0.802533812,-60,-39.96821667,15075
61,10:09:56,-622,9250,15029,17173,11368,116,CCW,20.565,19.74316336,-0.82183664,-60,-39.96821667,15076
62,10:09:56,-637,9483,15423,16963,10984,116,CCW,14.832,14.01120144,-0.820798557,-60,-39.96821667,15077
63,10:09:57,-621,9729,15783,16695,10625,116,CCW,9.243,8.353347393,-0.889652607,-60,-40.0215,15078
64,10:09:57,-616,9993,16090,16386,10277,116,CCW,3.699,2.776549632,-0.922450368,-60,-40.0215,15079
0,10:10:02,202,10049,16152,16441,10295,117,CW,1.818,2.554784889,0.736784889,-60,-40.0215,15080
1,10:10:02,589,9771,15848,16738,10643,117,CW,7.119,8.103736259,0.984736259,-60,-40.0215,15081
2,10:10:02,613,9523,15502,16994,11000,117,CW,12.636,13.62070217,0.98470217,-60,-40.07478333,15082
3,10:10:03,632,9303,15107,17227,11378,117,CW,18.324,19.33315588,1.009155885,-60,-40.07478333,15083
4,10:10:03,625,9119,14715,17413,11785,117,CW,23.949,24.94759793,0.998597927,-60,-40.07478333,15084
5,10:10:03,636,8967,14295,17552,12205,117,CW,29.673,30.62119424,0.948194241,-60,-40.12806667,15085
6,10:10:04,612,8872,13871,17662,12618,117,CW,35.181,36.12630947,0.945309472,-60,-40.12806667,15086
7,10:10:04,635,8815,13429,17717,13051,117,CW,40.896,41.77745083,0.881450835,-60,-40.12806667,15087
8,10:10:04,626,8793,12999,17722,13489,117,CW,46.53,47.35660551,0.826605509,-60,-40.18135,15088
9,10:10:04,623,8826,12573,17700,13917,117,CW,52.137,52.86900013,0.732000135,-60,-40.18135,15089
10,10:10:05,608,8899,12152,17628,14323,117,CW,57.609,58.29592544,0.686925436,-60,-40.23463333,15090
11,10:10:05,621,9007,11744,17504,14741,117,CW,63.198,63.86147285,0.663472848,-60,-40.3412,15091
12,10:10:05,626,9168,11337,17343,15145,117,CW,68.832,69.54228973,0.710289729,-60,-40.3412,15092
13,10:10:06,626,9367,10956,17159,15525,117,CW,74.466,75.10255944,0.636559436,-60,-40.39448333,15093
14,10:10:06,631,9608,10594,16920,15902,117,CW,80.145,80.86540455,0.720404553,-60,-40.39448333,15094
15,10:10:06,616,9870,10263,16650,16241,117,CW,85.689,86.46743438,0.778434384,-60,-40.39448333,15095
16,10:10:06,626,10172,9942,16342,16540,117,CW,91.323,92.16563742,0.842637422,-60,-40.44776667,15096
17,10:10:07,622,10513,9666,16022,16833,117,CW,96.921,97.87462631,0.953626308,-60,-40.44776667,15097
18,10:10:07,616,10857,9432,15665,17083,117,CW,102.465,103.4383221,0.97332208,-60,-40.44776667,15098
19,10:10:07,620,11238,9221,15289,17292,117,CW,108.045,109.0775331,1.032533099,-60,-40.44776667,15099
20,10:10:08,615,11633,9047,14893,17450,117,CW,113.58,114.648428,1.068427986,-60,-40.50105,15100
21,10:10:08,631,12046,8921,14475,17591,117,CW,119.259,120.2977709,1.038770933,-60,-40.50105,15101
22,10:10:08,620,12462,8835,14048,17677,117,CW,124.839,125.842852,1.003852005,-60,-40.50105,15102
23,10:10:09,632,12895,8782,13605,17701,117,CW,130.527,131.4906657,0.963665714,-60,-40.55433333,15103
24,10:10:09,615,13340,8799,13193,17729,117,CW,136.062,136.9802102,0.918210223,-60,-40.55433333,15104
25,10:10:09,621,13766,8845,12752,17685,117,CW,141.651,142.5407134,0.889713373,-60,-40.55433333,15105
26,10:10:09,607,14195,8933,12343,17603,117,CW,147.114,147.9830368,0.86903676,-60,-40.55433333,15106
27,10:10:10,628,14614,9062,11914,17467,117,CW,152.766,153.6280897,0.862089731,-60,-40.60761667,15107
28,10:10:10,621,15022,9244,11499,17304,117,CW,158.355,159.2942967,0.939296734,-60,-40.60761667,15108
29,10:10:10,621,15416,9456,11120,17100,117,CW,163.944,164.8657163,0.92171632,-60,-40.60761667,15109
30,10:10:11,628,15800,9704,10743,16844,117,CW,169.596,170.659719,1.06371895,-60,-40.6609,15110
31,10:10:11,625,16146,9989,10392,16575,117,CW,175.221,176.3108356,1.089835604,-60,-40.6609,15111
32,10:10:11,629,16453,10302,10063,16256,117,CW,180.882,182.0046939,1.12269393,-60,-40.6609,15112
33,10:10:11,616,16755,10638,9781,15918,117,CW,186.426,187.6733048,1.247304831,-60,-40.71418333,15113
34,10:10:12,614,17007,10991,9524,15565,117,CW,191.952,193.2052944,1.253294444,-60,-40.71418333,15114
35,10:10:12,627,17230,11384,9293,15181,117,CW,197.595,198.9276243,1.332624295,-60,-40.71418333,15115
36,10:10:12,626,17424,11786,9116,14786,117,CW,203.229,204.5213237,1.292323677,-60,-40.71418333,15116
37,10:10:13,636,17574,12205,8971,14362,117,CW,208.953,210.2115695,1.258569467,-60,-40.76746667,15117
38,10:10:13,614,17659,12622,8858,13938,117,CW,214.479,215.7296317,1.250631723,-60,-40.76746667,15118
39,10:10:13,637,17722,13062,8802,13501,117,CW,220.212,221.3979952,1.185995228,-60,-40.76746667,15119
40,10:10:14,630,17746,13490,8793,13063,117,CW,225.882,226.9641022,1.082102249,-60,-40.82075,15120
41,10:10:14,629,17707,13921,8820,12636,117,CW,231.543,232.5138424,0.970842387,-60,-40.82075,15121
42,10:10:14,610,17637,14341,8889,12227,117,CW,237.033,237.9551172,0.922117239,-60,-40.82075,15122
43,10:10:14,632,17528,14763,9017,11802,117,CW,242.721,243.6708981,0.949898055,-60,-40.82075,15123
44,10:10:15,635,17365,15160,9174,11389,117,CW,248.436,249.3526089,0.916608874,-60,-40.87403333,15124
45,10:10:15,631,17157,15544,9365,11007,117,CW,254.115,255.007061,0.892060989,-60,-40.87403333,15125
46,10:10:15,637,16921,15920,9613,10639,117,CW,259.848,260.8342204,0.986220399,-60,-40.87403333,15126
47,10:10:16,621,16663,16256,9886,10297,117,CW,265.437,266.4938721,1.056872145,-60,-40.92731667,15127
48,10:10:16,634,16256,16475,10127,9929,117,CW,271.143,272.2454829,1.102482858,-60,-40.92731667,15128
49,10:10:16,623,16008,16843,10513,9703,117,CW,276.75,277.9638241,1.213824119,-60,-40.92731667,15129
50,10:10:16,622,15664,17082,10873,9453,117,CW,282.348,283.5868473,1.238847312,-60,-40.9806,15130
51,10:10:17,631,15276,17291,11252,9243,117,CW,288.027,289.3040553,1.277055329,-60,-40.9806,15131
52,10:10:17,621,14879,17469,11646,9076,117,CW,293.616,294.9288811,1.31288109,-60,-40.9806,15132
53,10:10:17,641,14467,17599,12072,8941,117,CW,299.385,300.6316635,1.246663477,-60,-40.9806,15133
54,10:10:18,624,14043,17675,12494,8851,117,CW,305.001,306.2015897,1.200589659,-60,-41.03388333,15134
55,10:10:18,641,13599,17715,12921,8811,117,CW,310.77,311.8325715,1.062571473,-60,-41.03388333,15135
56,10:10:18,624,13164,17711,13349,8812,117,CW,316.386,317.3700783,0.984078279,-60,-41.03388333,15136
57,10:10:19,622,12742,17660,13784,8853,117,CW,321.984,322.8831131,0.899113122,-60,-41.08716667,15137
58,10:10:19,623,12314,17567,14203,8947,117,CW,327.591,328.4176742,0.826674172,-60,-41.08716667,15138
59,10:10:19,630,11900,17448,14629,9087,117,CW,333.261,334.0215274,0.760527384,-60,-41.08716667,15139
60,10:10:19,630,11489,17256,15037,9250,117,CW,338.931,339.7033506,0.772350638,-60,-41.08716667,15140
61,10:10:20,624,11102,17046,15421,9459,117,CW,344.547,345.2890146,0.742014649,-60,-41.14045,15141
62,10:10:20,634,10729,16806,15801,9719,117,CW,350.253,351.041242,0.788242026,-60,-41.14045,15142
63,10:10:20,630,10380,16518,16148,9994,117,CW,355.923,356.736056,0.813055952,-60,-41.14045,15143
64,10:10:21,635,10051,16178,16454,10291,117,CW,361.638,362.461112,0.823111978,-60,-41.19373333,15144
0,10:10:24,196,10009,16115,16400,10260,117,CCW,363.402,362.5599014,-0.842098564,-60,-41.19373333,15145
1,10:10:24,-597,10320,16430,16101,9971,117,CCW,358.029,357.0735192,-0.955480833,-60,-41.19373333,15146
2,10:10:24,-627,10663,16729,15760,9694,117,CCW,352.386,351.3642161,-1.021783865,-60,-41.24701667,15147
3,10:10:24,-639,11045,16985,15399,9443,117,CCW,346.635,345.625249,-1.009750979,-60,-41.24701667,15148
4,10:10:25,-615,11420,17180,15004,9226,117,CCW,341.1,340.0485674,-1.051432567,-60,-41.24701667,15149
5,10:10:25,-641,11837,17378,14599,9060,117,CCW,335.331,334.3075158,-1.023484207,-60,-41.24701667,15150
6,10:10:25,-627,12234,17486,14164,8908,117,CCW,329.688,328.7320345,-0.955965502,-60,-41.3003,15151
7,10:10:26,-626,12680,17598,13755,8824,117,CCW,324.054,323.118241,-0.935758961,-60,-41.3003,15152
8,10:10:26,-622,13097,17648,13325,8780,117,CCW,318.456,317.6507783,-0.805221689,-60,-41.3003,15153
9,10:10:26,-625,13527,17659,12894,8774,117,CCW,312.831,312.1125525,-0.71844755,-60,-41.35358333,15154
10,10:10:26,-636,13971,17622,12473,8811,117,CCW,307.107,306.5119099,-0.595090129,-60,-41.35358333,15155
11,10:10:27,-623,14393,17537,12045,8898,117,CCW,301.5,300.8931341,-0.606865924,-60,-41.62,15156
12,10:10:27,-639,14798,17407,11618,9027,117,CCW,295.749,295.2212227,-0.527777278,-60,-41.62,15157
13,10:10:27,-622,15209,17258,11238,9197,117,CCW,290.151,289.6520579,-0.498942125,-60,-41.62,15158
14,10:10:28,-637,15588,17037,10850,9402,117,CCW,284.418,283.9025811,-0.515418917,-60,-41.62,15159
15,10:10:28,-620,15944,16800,10488,9653,117,CCW,278.838,278.1953668,-0.642633195,-60,-41.66006667,15160
16,10:10:28,-630,16217,16465,10122,9894,117,CCW,273.168,272.5225727,-0.645427295,-60,-41.66006667,15161
17,10:10:29,-625,16594,16219,9865,10239,117,CCW,267.543,266.8065786,-0.7364214,-60,-41.66006667,15162
18,10:10:29,-624,16853,15887,9588,10576,117,CCW,261.927,261.1601255,-0.766874494,-60,-41.70013333,15163
19,10:10:29,-643,17086,15517,9339,10945,117,CCW,256.14,255.3546828,-0.785317229,-60,-41.70013333,15164
20,10:10:29,-627,17294,15133,9145,11322,117,CCW,250.497,249.7056816,-0.791318365,-60,-41.70013333,15165
21,10:10:30,-638,17466,14727,8983,11737,117,CCW,244.755,243.9095928,-0.84540717,-60,-41.70013333,15166
22,10:10:30,-619,17573,14317,8857,12150,117,CCW,239.184,238.3387707,-0.845229253,-60,-41.7402,15167
23,10:10:30,-626,17644,13887,8784,12570,117,CCW,233.55,232.7440957,-0.805904343,-60,-41.7402,15168
24,10:10:31,-624,17688,13466,8756,12999,117,CCW,227.934,227.2282141,-0.70578587,-60,-41.7402,15169
25,10:10:31,-630,17667,13032,8762,13437,117,CCW,222.264,221.6115642,-0.65243578,-60,-41.78026667,15170
26,10:10:31,-630,17612,12603,8819,13869,117,CCW,216.594,216.038969,-0.555030958,-60,-41.78026667,15171
27,10:10:31,-613,17512,12176,8916,14272,117,CCW,211.077,210.5791001,-0.497899911,-60,-41.78026667,15172
28,10:10:32,-634,17382,11765,9063,14709,117,CCW,205.371,204.8809561,-0.490043904,-60,-41.78026667,15173
29,10:10:32,-630,17185,11365,9240,15107,117,CCW,199.701,199.2658856,-0.435114375,-60,-41.82033333,15174
30,10:10:32,-633,16971,10978,9471,15494,117,CCW,194.004,193.576887,-0.427113026,-60,-41.82033333,15175
31,10:10:33,-617,16721,10614,9729,15853,117,CCW,188.451,187.9504013,-0.500598666,-60,-41.82033333,15176
32,10:10:33,-615,16427,10281,10004,16186,117,CCW,182.916,182.3757976,-0.540202354,-60,-41.8604,15177
33,10:10:33,-620,16108,9966,10326,16496,117,CCW,177.336,176.6791786,-0.656821404,-60,-41.8604,15178
34,10:10:34,-626,15765,9679,10674,16772,117,CCW,171.702,171.0088309,-0.693169073,-60,-41.8604,15179
35,10:10:34,-632,15385,9426,11044,17024,117,CCW,166.014,165.2584207,-0.755579348,-60,-41.90046667,15180
36,10:10:34,-610,15003,9220,11429,17240,117,CCW,160.524,159.6932536,-0.830746415,-60,-41.90046667,15181
37,10:10:34,-634,14596,9036,11850,17411,117,CCW,154.818,153.9650778,-0.852922234,-60,-41.90046667,15182
38,10:10:35,-621,14175,8899,12264,17537,117,CCW,149.229,148.3932152,-0.835784758,-60,-41.90046667,15183
39,10:10:35,-622,13743,8813,12694,17639,117,CCW,143.631,142.7726679,-0.858332141,-60,-41.94053333,15184
40,10:10:35,-608,13323,8763,13120,17679,117,CCW,138.159,137.3397978,-0.819202156,-60,-41.94053333,15185
41,10:10:36,-618,12864,8731,13517,17631,117,CCW,132.597,131.8463357,-0.750664292,-60,-41.94053333,15186
42,10:10:36,-627,12456,8794,13977,17636,117,CCW,126.954,126.2547603,-0.699239676,-60,-41.9806,15187
43,10:10:36,-621,12032,8875,14401,17550,117,CCW,121.365,120.6797828,-0.685217222,-60,-41.9806,15188
44,10:10:36,-627,11618,8998,14824,17415,117,CCW,115.722,115.0078416,-0.714158362,-60,-41.9806,15189
45,10:10:37,-617,11221,9164,15208,17246,117,CCW,110.169,109.4821147,-0.686885307,-60,-41.9806,15190
46,10:10:37,-627,10835,9375,15588,17042,117,CCW,104.526,103.7979861,-0.728013857,-60,-42.02066667,15191
47,10:10:37,-612,10482,9614,15952,16790,117,CCW,99.018,98.11287107,-0.905128925,-60,-42.02066667,15192
48,10:10:38,-625,10152,9883,16276,16508,117,CCW,93.393,92.50683748,-0.886162515,-60,-42.02066667,15193
49,10:10:38,-621,9848,10195,16576,16211,117,CCW,87.804,86.87974718,-0.924252823,-60,-42.06073333,15194
50,10:10:38,-600,9578,10523,16843,15870,117,CCW,82.404,81.25314573,-1.150854267,-60,-42.06073333,15195
51,10:10:39,-646,9344,10888,17092,15502,117,CCW,76.59,75.50201483,-1.08798517,-60,-42.06073333,15196
52,10:10:39,-611,9138,11271,17283,15126,117,CCW,71.091,69.90290254,-1.188097462,-60,-42.1008,15197
53,10:10:39,-643,8974,11674,17444,14716,117,CCW,65.304,64.19590005,-1.108099954,-60,-42.1008,15198
54,10:10:39,-616,8863,12082,17573,14304,117,CCW,59.76,58.64629618,-1.113703821,-60,-42.1008,15199
55,10:10:40,-621,8784,12511,17648,13883,117,CCW,54.171,53.05739542,-1.113604576,-60,-42.1008,15200
