cycle,encoder_error_cw,encoder_error_ccw
6478,16774428.0,16774426.0
6479,16774428.0,16774426.0
6480,16774435.0,16774425.0
6481,16774428.0,16774425.0
6482,16774435.0,16774432.0
6483,16774433.0,16774432.0
6484,16774433.0,16774425.0
6485,16774426.0,16774425.0
6486,16774429.0,16774424.0
6487,16774426.0,16774419.0
6488,16774421.0,16774418.0
6489,16774423.0,16774419.0
6490,16774422.0,16774419.0
6491,16774422.0,16774419.0
6492,16774422.0,16774419.0
6493,16774423.0,16774417.0
6494,16774420.0,16774411.0
6495,16774419.0,16774412.0
6496,16774418.0,16774412.0
6497,16774419.0,16774412.0
6498,16774418.0,16774412.0
6499,16774418.0,16774411.0
6500,16774418.0,16774411.0
6501,16774419.0,16774412.0
6502,16774418.0,16774411.0
6503,16774419.0,16774417.0
6504,16774419.0,16774417.0
6505,16774424.0,16774418.0
6506,16774422.0,16774418.0
6507,16774422.0,16774418.0
6508,16774422.0,16774418.0
6509,16774421.0,16774413.0
6510,16774418.0,16774412.0
6511,16774418.0,16774412.0
6512,16774418.0,16774412.0
6513,16774419.0,16774411.0
6514,16774419.0,16774413.0
6515,16774420.0,16774412.0
6516,16774419.0,16774412.0
6517,16774419.0,16774413.0
6518,16774419.0,16774412.0
6519,16774419.0,16774412.0
6520,16774419.0,16774413.0
6521,16774419.0,16774412.0
6522,16774419.0,16774412.0
6523,16774419.0,16774412.0
6524,16774419.0,16774411.0
6525,16774419.0,16774411.0
6526,16774419.0,16774413.0
6527,16774419.0,16774413.0
6528,16774419.0,16774413.0
6529,16774419.0,16774412.0
6530,16774419.0,16774412.0
6531,16774419.0,16774413.0
6532,16774420.0,16774412.0
6533,16774419.0,16774411.0
6534,16774419.0,16774412.0
6535,16774419.0,16774411.0
6536,16774419.0,16774412.0
6537,16774418.0,16774412.0
6538,16774418.0,16774412.0
6539,16774418.0,16774410.0
6540,16774418.0,16774413.0
6541,16774419.0,16774413.0
6542,16774419.0,16774417.0
6543,16774420.0,16774412.0
6544,16774418.0,16774414.0
6545,16774418.0,16774411.0
6546,16774417.0,16774412.0
6547,16774421.0,16774418.0
6548,16774421.0,16774418.0
6549,16774427.0,16774423.0
6550,16774427.0,16774418.0
6551,16774421.0,16774417.0
6552,16774418.0,16774412.0
6553,16774418.0,16774412.0
6554,16774417.0,16774412.0
6555,16774417.0,16774409.0
6556,16774417.0,16774412.0
6557,16774421.0,16774412.0
6558,16774417.0,16774412.0
6559,16774418.0,16774412.0
6560,16774421.0,16774417.0
6561,16774420.0,16774417.0
6562,16774419.0,16774412.0
6563,16774421.0,16774417.0
6564,16774419.0,16774411.0
6565,16774417.0,16774412.0
6566,16774421.0,16774412.0
6567,16774417.0,16774412.0
6568,16774421.0,16774417.0
6569,16774422.0,16774416.0
6570,16774421.0,16774418.0
6571,16774427.0,16774418.0
6572,16774421.0,16774417.0
6573,16774421.0,16774418.0
6574,16774421.0,16774418.0
6575,16774421.0,16774417.0
6576,16774421.0,16774418.0
6577,16774421.0,16774417.0
6578,16774421.0,16774417.0
6579,16774423.0,16774417.0
6580,16774420.0,16774412.0
6581,16774417.0,16774411.0
6582,16774418.0,16774411.0
6583,16774417.0,16774411.0
6584,16774417.0,16774411.0
6585,16774417.0,16774411.0
6586,16774417.0,16774411.0
6587,16774417.0,16774411.0
6588,16774417.0,16774412.0
6589,16774418.0,16774412.0
6590,16774417.0,16774412.0
6591,16774418.0,16774412.0
6592,16774417.0,16774411.0
6593,16774418.0,16774411.0
6594,16774421.0,16774412.0
6595,16774418.0,16774412.0
6596,16774419.0,16774411.0
6597,16774418.0,16774413.0
6598,16774419.0,16774411.0
6599,16774417.0,16774412.0
6600,16774418.0,16774412.0
6601,16774418.0,16774411.0
6602,16774417.0,16774412.0
6603,16774418.0,16774410.0
6604,16774418.0,16774412.0
6605,16774419.0,16774411.0
6606,16774419.0,16774412.0
6607,16774419.0,16774412.0
6608,16774418.0,16774412.0
6609,16774418.0,16774413.0
6610,16774418.0,16774413.0
6611,16774418.0,16774413.0
6612,16774419.0,16774413.0
6613,16774422.0,16774417.0
6614,16774422.0,16774418.0
6615,16774420.0,16774418.0
6616,16774419.0,16774413.0
6617,16774417.0,16774406.0
6618,16774415.0,16774407.0
6619,16774418.0,16774412.0
6620,16774418.0,16774413.0
6621,16774418.0,16774407.0
6622,16774415.0,16774405.0
6623,16774415.0,16774406.0
6624,16774415.0,16774406.0
6625,16774418.0,16774414.0
6626,16774417.0,16774406.0
6627,16774415.0,16774405.0
6628,16774415.0,16774405.0
6629,16774415.0,16774406.0
6630,16774415.0,16774405.0
6631,16774417.0,16774412.0
6632,16774420.0,16774412.0
6633,16774421.0,16774411.0
6634,16774418.0,16774412.0
6635,16774420.0,16774412.0
6636,16774419.0,16774418.0
6637,16774421.0,16774418.0
6638,16774419.0,16774412.0
6639,16774421.0,16774418.0
6640,16774422.0,16774418.0
6641,16774421.0,16774413.0
6642,16774421.0,16774417.0
6643,16774421.0,16774418.0
6644,16774421.0,16774418.0
6645,16774420.0,16774417.0
6646,16774420.0,16774410.0
6647,16774417.0,16774412.0
6648,16774418.0,16774412.0
6649,16774420.0,16774417.0
6650,16774421.0,16774419.0
6651,16774427.0,16774425.0
6652,16774427.0,16774425.0
6653,16774427.0,16774425.0
6654,16774434.0,16774431.0
6655,16774433.0,16774425.0
6656,16774424.0,16774417.0
6657,16774421.0,16774412.0
6658,16774417.0,16774412.0
6659,16774417.0,16774412.0
6660,16774417.0,16774412.0
6661,16774417.0,16774412.0
6662,16774421.0,16774416.0
6663,16774420.0,16774412.0
6664,16774418.0,16774413.0
6665,16774417.0,16774412.0
6666,16774417.0,16774412.0
6667,16774417.0,16774410.0
6668,16774417.0,16774411.0
6669,16774417.0,16774412.0
6670,16774417.0,16774411.0
6671,16774417.0,16774412.0
6672,16774417.0,16774412.0
6673,16774420.0,16774418.0
6674,16774421.0,16774417.0
6675,16774421.0,16774417.0
6676,16774421.0,16774418.0
6677,16774422.0,16774414.0
6678,16774423.0,16774419.0
6679,16774421.0,16774413.0
6680,16774420.0,16774413.0
6681,16774418.0,16774413.0
6682,16774418.0,16774412.0
6683,16774419.0,16774413.0
6684,16774418.0,16774414.0
6685,16774422.0,16774413.0
6686,16774419.0,16774407.0
6687,16774416.0,16774407.0
6688,16774416.0,16774406.0
6689,16774419.0,16774413.0
6690,16774419.0,16774413.0
6691,16774418.0,16774407.0
6692,16774416.0,16774407.0
6693,16774416.0,16774401.0
6694,16774416.0,16774407.0
6695,16774416.0,16774405.0
6696,16774417.0,16774405.0
6697,16774416.0,16774413.0
6698,16774422.0,16774414.0
6699,16774418.0,16774407.0
6700,16774418.0,16774413.0
6701,16774420.0,16774411.0
6702,16774418.0,16774413.0
6703,16774422.0,16774419.0
6704,16774422.0,16774419.0
6705,16774421.0,16774413.0
6706,16774418.0,16774413.0
6707,16774422.0,16774419.0
6708,16774421.0,16774418.0
6709,16774420.0,16774419.0
6710,16774422.0,16774418.0
6711,16774423.0,16774417.0
6712,16774421.0,16774413.0
6713,16774422.0,16774418.0
6714,16774427.0,16774419.0
6715,16774421.0,16774413.0
6716,16774420.0,16774413.0
6717,16774421.0,16774413.0
6718,16774418.0,16774413.0
6719,16774419.0,16774413.0
6720,16774421.0,16774411.0
6721,16774417.0,16774413.0
6722,16774419.0,16774414.0
6723,16774421.0,16774418.0
6724,16774422.0,16774412.0
6725,16774418.0,16774414.0
6726,16774420.0,16774413.0
6727,16774418.0,16774412.0
6728,16774421.0,16774419.0
6729,16774421.0,16774418.0
6730,16774420.0,16774413.0
6731,16774417.0,16774405.0
6732,16774416.0,16774406.0
6733,16774418.0,16774413.0
6734,16774418.0,16774413.0
6735,16774418.0,16774413.0
6736,16774422.0,16774419.0
6737,16774420.0,16774413.0
6738,16774418.0,16774413.0
6739,16774418.0,16774413.0
6740,16774418.0,16774413.0
6741,16774417.0,16774406.0
6742,16774418.0,16774412.0
6743,16774418.0,16774413.0
6744,16774418.0,16774412.0
6745,16774418.0,16774413.0
6746,16774421.0,16774412.0
6747,16774418.0,16774413.0
6748,16774418.0,16774413.0
6749,16774418.0,16774406.0
6750,16774416.0,16774406.0
6751,16774415.0,16774399.0
6752,16774413.0,16774400.0
6753,16774413.0,16774393.0
6754,16774410.0,16774394.0
6755,16774411.0,16774387.0
6756,16774404.0,16774389.0
6757,16774410.0,16774388.0
6758,16774403.0,16774382.0
6759,16774407.0,16774382.0
6760,16774403.0,16774382.0
6761,16774403.0,16774382.0
6762,16774407.0,16774389.0
6763,16774404.0,16774383.0
6764,16774406.0,16774382.0
6765,16774403.0,16774382.0
6766,16774403.0,16774382.0
6767,16774405.0,16774388.0
6768,16774404.0,16774382.0
6769,16774400.0,16774383.0
6770,16774407.0,16774389.0
6771,16774409.0,16774395.0
6772,16774413.0,16774401.0
6773,16774413.0,16774401.0
6774,16774413.0,16774394.0
6775,16774409.0,16774389.0
6776,16774409.0,16774389.0
6777,16774410.0,16774389.0
6778,16774410.0,16774394.0
6779,16774409.0,16774389.0
6780,16774410.0,16774389.0
6781,16774408.0,16774394.0
6782,16774412.0,16774402.0
6783,16774415.0,16774399.0
6784,16774412.0,16774401.0
6785,16774415.0,16774401.0
6786,16774415.0,16774407.0
6787,16774417.0,16774407.0
6788,16774417.0,16774407.0
6789,16774418.0,16774408.0
6790,16774417.0,16774414.0
6791,16774419.0,16774414.0
6792,16774418.0,16774406.0
6793,16774417.0,16774413.0
6794,16774417.0,16774407.0
6795,16774418.0,16774406.0
6796,16774417.0,16774407.0
6797,16774417.0,16774414.0
6798,16774421.0,16774414.0
6799,16774421.0,16774414.0
6800,16774421.0,16774414.0
6801,16774420.0,16774414.0
6802,16774421.0,16774414.0
6803,16774418.0,16774408.0
6804,16774418.0,16774415.0
6805,16774421.0,16774413.0
6806,16774418.0,16774414.0
6807,16774417.0,16774414.0
6808,16774421.0,16774419.0
6809,16774421.0,16774414.0
6810,16774420.0,16774413.0
6811,16774421.0,16774414.0
6812,16774418.0,16774414.0
6813,16774421.0,16774415.0
6814,16774420.0,16774413.0
6815,16774418.0,16774413.0
6816,16774420.0,16774418.0
6817,16774419.0,16774413.0
6818,16774418.0,16774412.0
6819,16774417.0,16774407.0
6820,16774418.0,16774413.0
6821,16774418.0,16774414.0
6822,16774421.0,16774414.0
6823,16774421.0,16774418.0
6824,16774419.0,16774413.0
6825,16774421.0,16774419.0
6826,16774421.0,16774419.0
6827,16774421.0,16774414.0
6828,16774418.0,16774414.0
6829,16774418.0,16774414.0
6830,16774422.0,16774414.0
6831,16774421.0,16774415.0
6832,16774421.0,16774419.0
6833,16774421.0,16774414.0
6834,16774417.0,16774407.0
6835,16774416.0,16774401.0
6836,16774413.0,16774394.0
6837,16774410.0,16774395.0
6838,16774413.0,16774394.0
6839,16774413.0,16774393.0
6840,16774410.0,16774390.0
6841,16774410.0,16774394.0
6842,16774413.0,16774394.0
6843,16774409.0,16774390.0
6844,16774410.0,16774395.0
6845,16774412.0,16774395.0
6846,16774413.0,16774394.0
6847,16774413.0,16774394.0
6848,16774411.0,16774388.0
6849,16774411.0,16774389.0
6850,16774409.0,16774390.0
6851,16774411.0,16774395.0
6852,16774413.0,16774395.0
6853,16774413.0,16774395.0
6854,16774413.0,16774395.0
6855,16774413.0,16774402.0
6856,16774413.0,16774394.0
6857,16774413.0,16774395.0
6858,16774413.0,16774401.0
6859,16774414.0,16774401.0
6860,16774416.0,16774407.0
6861,16774418.0,16774407.0
6862,16774417.0,16774408.0
6863,16774418.0,16774409.0
6864,16774417.0,16774408.0
6865,16774417.0,16774414.0
6866,16774417.0,16774408.0
6867,16774417.0,16774409.0
6868,16774417.0,16774415.0
6869,16774417.0,16774408.0
6870,16774417.0,16774407.0
6871,16774417.0,16774415.0
6872,16774420.0,16774413.0
6873,16774417.0,16774408.0
6874,16774418.0,16774408.0
6875,16774418.0,16774415.0
6876,16774417.0,16774407.0
6877,16774417.0,16774408.0
6878,16774417.0,16774408.0
6879,16774417.0,16774408.0
6880,16774417.0,16774408.0
6881,16774417.0,16774409.0
6882,16774417.0,16774414.0
6883,16774418.0,16774409.0
6884,16774419.0,16774409.0
6885,16774417.0,16774409.0
6886,16774417.0,16774408.0
6887,16774418.0,16774409.0
6888,16774418.0,16774408.0
6889,16774418.0,16774414.0
6890,16774421.0,16774415.0
6891,16774419.0,16774408.0
6892,16774418.0,16774408.0
6893,16774416.0,16774402.0
6894,16774415.0,16774402.0
6895,16774416.0,16774402.0
6896,16774415.0,16774408.0
6897,16774418.0,16774408.0
6898,16774418.0,16774408.0
6899,16774418.0,16774409.0
6900,16774418.0,16774408.0
6901,16774418.0,16774407.0
6902,16774416.0,16774408.0
6903,16774416.0,16774402.0
6904,16774416.0,16774407.0
6905,16774416.0,16774401.0
6906,16774415.0,16774402.0
6907,16774415.0,16774402.0
6908,16774415.0,16774400.0
6909,16774412.0,16774395.0
6910,16774412.0,16774402.0
6911,16774415.0,16774401.0
6912,16774414.0,16774408.0
6913,16774418.0,16774409.0
6914,16774416.0,16774406.0
6915,16774417.0,16774408.0
6916,16774417.0,16774409.0
6917,16774417.0,16774408.0
6918,16774418.0,16774407.0
6919,16774415.0,16774402.0
6920,16774415.0,16774409.0
6921,16774418.0,16774409.0
6922,16774417.0,16774408.0
6923,16774417.0,16774416.0
6924,16774420.0,16774416.0
6925,16774422.0,16774416.0
6926,16774421.0,16774415.0
6927,16774419.0,16774410.0
6928,16774417.0,16774408.0
6929,16774417.0,16774406.0
6930,16774415.0,16774406.0
6931,16774415.0,16774409.0
6932,16774419.0,16774410.0
6933,16774417.0,16774410.0
6934,16774417.0,16774409.0
6935,16774418.0,16774410.0
6936,16774418.0,16774410.0
6937,16774417.0,16774411.0
6938,16774421.0,16774417.0
6939,16774421.0,16774417.0
6940,16774421.0,16774417.0
6941,16774419.0,16774416.0
6942,16774419.0,16774408.0
6943,16774418.0,16774408.0
6944,16774419.0,16774410.0
6945,16774417.0,16774410.0
6946,16774417.0,16774410.0
6947,16774418.0,16774408.0
6948,16774417.0,16774410.0
6949,16774417.0,16774410.0
6950,16774417.0,16774409.0
6951,16774416.0,16774410.0
6952,16774417.0,16774410.0
6953,16774421.0,16774417.0
6954,16774426.0,16774423.0
6955,16774424.0,16774418.0
6956,16774426.0,16774422.0
6957,16774426.0,16774423.0
6958,16774426.0,16774418.0
6959,16774426.0,16774417.0
6960,16774420.0,16774417.0
6961,16774418.0,16774411.0
6962,16774416.0,16774410.0
6963,16774417.0,16774410.0
6964,16774416.0,16774411.0
6965,16774416.0,16774410.0
6966,16774416.0,16774404.0
6967,16774414.0,16774404.0
6968,16774414.0,16774411.0
6969,16774416.0,16774404.0
6970,16774414.0,16774404.0
6971,16774414.0,16774404.0
6972,16774415.0,16774404.0
6973,16774414.0,16774403.0
6974,16774414.0,16774403.0
6975,16774414.0,16774402.0
6976,16774411.0,16774396.0
6977,16774411.0,16774397.0
6978,16774412.0,16774397.0
6979,16774412.0,16774397.0
6980,16774411.0,16774396.0
6981,16774411.0,16774404.0
6982,16774414.0,16774404.0
6983,16774414.0,16774403.0
6984,16774414.0,16774404.0
6985,16774414.0,16774403.0
6986,16774414.0,16774404.0
6987,16774414.0,16774403.0
6988,16774414.0,16774403.0
6989,16774413.0,16774403.0
6990,16774414.0,16774403.0
6991,16774414.0,16774402.0
6992,16774413.0,16774403.0
6993,16774413.0,16774401.0
6994,16774414.0,16774403.0
6995,16774414.0,16774404.0
6996,16774414.0,16774403.0
6997,16774413.0,16774403.0
6998,16774414.0,16774403.0
6999,16774414.0,16774403.0
7000,16774414.0,16774404.0
7001,16774414.0,16774404.0
7002,16774414.0,16774403.0
7003,16774414.0,16774404.0
7004,16774414.0,16774405.0
7005,16774416.0,16774404.0
7006,16774414.0,16774405.0
7007,16774414.0,16774403.0
7008,16774414.0,16774404.0
7009,16774414.0,16774404.0
7010,16774414.0,16774411.0
7011,16774416.0,16774410.0
7012,16774417.0,16774409.0
7013,16774417.0,16774411.0
7014,16774418.0,16774411.0
7015,16774417.0,16774409.0
7016,16774416.0,16774410.0
7017,16774417.0,16774410.0
7018,16774417.0,16774411.0
7019,16774417.0,16774410.0
7020,16774416.0,16774405.0
7021,16774414.0,16774405.0
7022,16774416.0,16774404.0
7023,16774414.0,16774403.0
7024,16774414.0,16774404.0
7025,16774414.0,16774404.0
7026,16774414.0,16774403.0
7027,16774415.0,16774404.0
7028,16774414.0,16774405.0
7029,16774416.0,16774412.0
7030,16774416.0,16774405.0
7031,16774416.0,16774411.0
7032,16774416.0,16774411.0
7033,16774416.0,16774409.0
7034,16774416.0,16774405.0
7035,16774414.0,16774404.0
7036,16774414.0,16774404.0
7037,16774414.0,16774404.0
7038,16774414.0,16774404.0
7039,16774414.0,16774405.0
7040,16774417.0,16774411.0
7041,16774416.0,16774405.0
7042,16774416.0,16774405.0
7043,16774414.0,16774403.0
7044,16774413.0,16774405.0
7045,16774413.0,16774398.0
7046,16774409.0,16774398.0
7047,16774410.0,16774393.0
7048,16774410.0,16774393.0
7049,16774410.0,16774393.0
7050,16774408.0,16774393.0
7051,16774410.0,16774391.0
7052,16774408.0,16774385.0
7053,16774402.0,16774385.0
7054,16774401.0,16774380.0
7055,16774401.0,16774385.0
7056,16774401.0,16774385.0
7057,16774401.0,16774380.0
7058,16774396.0,16774374.0
7059,16774395.0,16774380.0
7060,16774396.0,16774380.0
7061,16774396.0,16774380.0
7062,16774396.0,16774375.0
7063,16774398.0,16774380.0
7064,16774398.0,16774376.0
7065,16774395.0,16774375.0
7066,16774395.0,16774375.0
7067,16774389.0,16774371.0
7068,16774390.0,16774372.0
7069,16774389.0,16774375.0
7070,16774395.0,16774375.0
7071,16774389.0,16774370.0
7072,16774384.0,16774370.0
7073,16774384.0,16774369.0
7074,16774384.0,16774364.0
7075,16774384.0,16774371.0
7076,16774389.0,16774376.0
7077,16774388.0,16774372.0
7078,16774389.0,16774371.0
7079,16774390.0,16774375.0
7080,16774390.0,16774375.0
7081,16774395.0,16774381.0
7082,16774401.0,16774382.0
7083,16774396.0,16774381.0
7084,16774398.0,16774381.0
7085,16774399.0,16774380.0
7086,16774397.0,16774375.0
7087,16774390.0,16774375.0
7088,16774390.0,16774375.0
7089,16774396.0,16774374.0
7090,16774395.0,16774375.0
7091,16774396.0,16774376.0
7092,16774396.0,16774381.0
7093,16774402.0,16774382.0
7094,16774403.0,16774387.0
7095,16774408.0,16774393.0
7096,16774407.0,16774387.0
7097,16774407.0,16774387.0
7098,16774402.0,16774382.0
7099,16774395.0,16774375.0
7100,16774390.0,16774376.0
7101,16774396.0,16774382.0
7102,16774402.0,16774382.0
7103,16774401.0,16774383.0
7104,16774402.0,16774382.0
7105,16774401.0,16774384.0
7106,16774402.0,16774382.0
7107,16774402.0,16774381.0
7108,16774402.0,16774382.0
7109,16774401.0,16774382.0
7110,16774402.0,16774381.0
7111,16774396.0,16774382.0
7112,16774404.0,16774383.0
7113,16774401.0,16774382.0
7114,16774402.0,16774382.0
7115,16774401.0,16774381.0
7116,16774403.0,16774387.0
7117,16774407.0,16774398.0
7118,16774413.0,16774399.0
7119,16774413.0,16774399.0
7120,16774411.0,16774399.0
7121,16774411.0,16774393.0
7122,16774407.0,16774393.0
7123,16774411.0,16774392.0
7124,16774407.0,16774385.0
7125,16774403.0,16774387.0
7126,16774407.0,16774387.0
7127,16774408.0,16774398.0
7128,16774410.0,16774393.0
7129,16774410.0,16774398.0
7130,16774411.0,16774392.0
7131,16774407.0,16774386.0
7132,16774401.0,16774381.0
7133,16774395.0,16774375.0
7134,16774389.0,16774371.0
7135,16774389.0,16774371.0
7136,16774389.0,16774376.0
7137,16774395.0,16774376.0
7138,16774398.0,16774381.0
7139,16774401.0,16774382.0
7140,16774401.0,16774382.0
7141,16774401.0,16774381.0
7142,16774401.0,16774381.0
7143,16774401.0,16774385.0
7144,16774401.0,16774386.0
7145,16774401.0,16774381.0
7146,16774397.0,16774381.0
7147,16774403.0,16774386.0
7148,16774403.0,16774385.0
7149,16774401.0,16774381.0
7150,16774401.0,16774382.0
7151,16774401.0,16774382.0
7152,16774401.0,16774381.0
7153,16774401.0,16774382.0
7154,16774400.0,16774381.0
7155,16774395.0,16774375.0
7156,16774388.0,16774370.0
7157,16774389.0,16774370.0
7158,16774384.0,16774371.0
7159,16774389.0,16774375.0
7160,16774390.0,16774375.0
7161,16774395.0,16774375.0
7162,16774397.0,16774375.0
7163,16774390.0,16774375.0
7164,16774395.0,16774381.0
7165,16774401.0,16774386.0
7166,16774403.0,16774385.0
7167,16774401.0,16774381.0
7168,16774401.0,16774381.0
7169,16774396.0,16774374.0
7170,16774390.0,16774370.0
7171,16774389.0,16774373.0
7172,16774389.0,16774373.0
7173,16774390.0,16774374.0
7174,16774389.0,16774375.0
7175,16774395.0,16774380.0
7176,16774396.0,16774380.0
7177,16774395.0,16774375.0
7178,16774398.0,16774381.0
7179,16774397.0,16774381.0
7180,16774395.0,16774380.0
7181,16774395.0,16774374.0
7182,16774389.0,16774374.0
7183,16774388.0,16774370.0
7184,16774388.0,16774369.0
7185,16774385.0,16774370.0
7186,16774388.0,16774370.0
7187,16774390.0,16774375.0
7188,16774390.0,16774374.0
7189,16774390.0,16774374.0
7190,16774389.0,16774374.0
7191,16774389.0,16774370.0
7192,16774390.0,16774374.0
7193,16774390.0,16774370.0
7194,16774389.0,16774370.0
7195,16774390.0,16774375.0
7196,16774389.0,16774375.0
7197,16774389.0,16774370.0
7198,16774389.0,16774374.0
7199,16774389.0,16774374.0
7200,16774389.0,16774374.0
7201,16774389.0,16774368.0
7202,16774383.0,16774369.0
7203,16774384.0,16774369.0
7204,16774389.0,16774373.0
7205,16774388.0,16774374.0
7206,16774389.0,16774374.0
7207,16774387.0,16774369.0
7208,16774388.0,16774374.0
7209,16774389.0,16774374.0
7210,16774389.0,16774373.0
7211,16774387.0,16774369.0
7212,16774382.0,16774369.0
7213,16774387.0,16774368.0
7214,16774383.0,16774369.0
7215,16774388.0,16774373.0
7216,16774389.0,16774370.0
7217,16774388.0,16774370.0
7218,16774389.0,16774374.0
7219,16774388.0,16774369.0
7220,16774383.0,16774368.0
7221,16774384.0,16774369.0
7222,16774384.0,16774368.0
7223,16774388.0,16774374.0
7224,16774388.0,16774374.0
7225,16774388.0,16774373.0
7226,16774389.0,16774373.0
7227,16774389.0,16774373.0
7228,16774389.0,16774373.0
7229,16774389.0,16774370.0
7230,16774388.0,16774373.0
7231,16774388.0,16774369.0
7232,16774389.0,16774373.0
7233,16774388.0,16774369.0
7234,16774388.0,16774369.0
7235,16774389.0,16774374.0
7236,16774388.0,16774369.0
7237,16774390.0,16774373.0
7238,16774388.0,16774373.0
7239,16774387.0,16774368.0
7240,16774388.0,16774373.0
7241,16774389.0,16774373.0
7242,16774388.0,16774369.0
7243,16774384.0,16774368.0
7244,16774382.0,16774360.0
7245,16774378.0,16774363.0
7246,16774383.0,16774369.0
7247,16774389.0,16774369.0
7248,16774388.0,16774369.0
7249,16774389.0,16774374.0
7250,16774394.0,16774374.0
7251,16774389.0,16774374.0
7252,16774389.0,16774375.0
7253,16774397.0,16774376.0
7254,16774395.0,16774376.0
7255,16774397.0,16774382.0
7256,16774403.0,16774381.0
7257,16774402.0,16774381.0
7258,16774398.0,16774375.0
7259,16774390.0,16774376.0
7260,16774395.0,16774381.0
7261,16774399.0,16774381.0
7262,16774396.0,16774381.0
7263,16774401.0,16774381.0
7264,16774402.0,16774385.0
7265,16774401.0,16774381.0
7266,16774401.0,16774381.0
7267,16774395.0,16774375.0
7268,16774389.0,16774375.0
7269,16774394.0,16774375.0
7270,16774395.0,16774376.0
7271,16774395.0,16774381.0
7272,16774402.0,16774381.0
7273,16774403.0,16774385.0
7274,16774401.0,16774381.0
7275,16774401.0,16774381.0
7276,16774401.0,16774380.0
7277,16774395.0,16774374.0
7278,16774391.0,16774374.0
7279,16774396.0,16774374.0
7280,16774388.0,16774370.0
7281,16774389.0,16774374.0
7282,16774388.0,16774369.0
7283,16774383.0,16774370.0
7284,16774383.0,16774369.0
7285,16774388.0,16774373.0
7286,16774389.0,16774369.0
7287,16774383.0,16774370.0
7288,16774388.0,16774370.0
7289,16774386.0,16774369.0
7290,16774388.0,16774374.0
7291,16774389.0,16774374.0
7292,16774388.0,16774369.0
7293,16774383.0,16774369.0
7294,16774388.0,16774369.0
7295,16774383.0,16774369.0
7296,16774387.0,16774369.0
7297,16774387.0,16774373.0
7298,16774394.0,16774373.0
7299,16774388.0,16774369.0
7300,16774388.0,16774374.0
7301,16774394.0,16774373.0
7302,16774388.0,16774369.0
7303,16774388.0,16774369.0
7304,16774388.0,16774374.0
7305,16774387.0,16774370.0
7306,16774388.0,16774373.0
7307,16774389.0,16774369.0
7308,16774388.0,16774374.0
7309,16774394.0,16774373.0
7310,16774388.0,16774371.0
7311,16774387.0,16774368.0
7312,16774383.0,16774369.0
7313,16774388.0,16774374.0
7314,16774397.0,16774373.0
7315,16774388.0,16774373.0
7316,16774387.0,16774369.0
7317,16774389.0,16774373.0
7318,16774388.0,16774374.0
7319,16774394.0,16774374.0
7320,16774388.0,16774369.0
7321,16774388.0,16774373.0
7322,16774393.0,16774373.0
7323,16774388.0,16774369.0
7324,16774388.0,16774373.0
7325,16774389.0,16774373.0
7326,16774389.0,16774374.0
7327,16774394.0,16774374.0
7328,16774394.0,16774374.0
7329,16774388.0,16774374.0
7330,16774394.0,16774374.0
7331,16774394.0,16774374.0
7332,16774393.0,16774374.0
7333,16774394.0,16774375.0
7334,16774394.0,16774374.0
7335,16774394.0,16774374.0
7336,16774394.0,16774374.0
7337,16774394.0,16774375.0
7338,16774394.0,16774374.0
7339,16774398.0,16774380.0
7340,16774401.0,16774380.0
7341,16774400.0,16774381.0
7342,16774400.0,16774380.0
7343,16774395.0,16774380.0
7344,16774394.0,16774374.0
7345,16774395.0,16774375.0
7346,16774388.0,16774370.0
7347,16774388.0,16774369.0
7348,16774388.0,16774370.0
7349,16774388.0,16774371.0
7350,16774388.0,16774370.0
7351,16774389.0,16774375.0
7352,16774397.0,16774380.0
7353,16774401.0,16774382.0
7354,16774400.0,16774381.0
7355,16774400.0,16774381.0
7356,16774398.0,16774381.0
7357,16774395.0,16774375.0
7358,16774394.0,16774374.0
7359,16774389.0,16774374.0
7360,16774388.0,16774370.0
7361,16774390.0,16774372.0
7362,16774389.0,16774374.0
7363,16774390.0,16774374.0
7364,16774394.0,16774374.0
7365,16774387.0,16774369.0
7366,16774388.0,16774369.0
7367,16774389.0,16774373.0
7368,16774388.0,16774370.0
7369,16774388.0,16774370.0
7370,16774388.0,16774368.0
7371,16774383.0,16774369.0
7372,16774388.0,16774373.0
7373,16774387.0,16774368.0
7374,16774384.0,16774369.0
7375,16774383.0,16774362.0
7376,16774377.0,16774361.0
7377,16774383.0,16774369.0
7378,16774388.0,16774368.0
7379,16774387.0,16774368.0
7380,16774388.0,16774374.0
7381,16774393.0,16774374.0
7382,16774388.0,16774373.0
7383,16774387.0,16774368.0
7384,16774388.0,16774374.0
7385,16774386.0,16774370.0
7386,16774387.0,16774369.0
7387,16774387.0,16774369.0
7388,16774387.0,16774369.0
7389,16774382.0,16774360.0
7390,16774382.0,16774363.0
7391,16774383.0,16774369.0
7392,16774386.0,16774368.0
7393,16774388.0,16774374.0
7394,16774394.0,16774379.0
7395,16774394.0,16774373.0
7396,16774388.0,16774368.0
7397,16774389.0,16774368.0
7398,16774389.0,16774374.0
7399,16774393.0,16774373.0
7400,16774388.0,16774368.0
7401,16774388.0,16774373.0
7402,16774394.0,16774373.0
7403,16774396.0,16774379.0
7404,16774399.0,16774380.0
7405,16774397.0,16774380.0
7406,16774400.0,16774379.0
7407,16774394.0,16774379.0
7408,16774394.0,16774373.0
