step,timestamp,encoder,SIN_P,COS_P,SIN_N,COS_N,cycle,direction,theta,alpha,angle_error
41,2025-04-16 14:40:23,623,13503,8880,12882,17492,1,CW,230.706,230.74406435623882,0.03806435623883431
42,2025-04-16 14:40:23,629,13922,8924,12470,17453,1,CW,236.367,236.32879527107622,-0.038204728923773246
43,2025-04-16 14:40:23,615,14320,9010,12071,17375,1,CW,241.902,241.79420552875257,-0.10779447124741637
44,2025-04-16 14:40:24,616,14706,9135,11680,17255,1,CW,247.446,247.2911897305981,-0.15481026940190645
45,2025-04-16 14:40:24,619,15089,9299,11306,17094,1,CW,253.017,252.8741501001096,-0.14284989989039332
46,2025-04-16 14:40:24,621,15452,9500,10939,16895,1,CW,258.606,258.5368174513305,-0.06918254866951656
47,2025-04-16 14:40:25,628,15802,9740,10589,16661,1,CW,264.258,264.30301497514046,0.045014975140475144
48,2025-04-16 14:40:25,616,16120,10010,10274,16397,1,CW,269.80199999999996,269.96094668575796,0.15894668575799642
49,2025-04-16 14:40:25,634,16422,10314,9971,16095,1,CW,275.508,275.8137485385145,0.30574853851453554
50,2025-04-16 14:40:26,623,16687,10638,9704,15776,1,CW,281.115,281.50810908438064,0.393109084380626
51,2025-04-16 14:40:26,631,16920,10991,9465,15420,1,CW,286.794,287.30391116559997,0.5099111655999877
52,2025-04-16 14:40:26,613,17121,11360,9271,15057,1,CW,292.311,292.9426697771516,0.6316697771516147
53,2025-04-16 14:40:26,617,17276,11740,9111,14674,1,CW,297.864,298.5138126375774,0.6498126375774405
54,2025-04-16 14:40:27,628,17397,12143,8985,14274,1,CW,303.51599999999996,304.1560423220808,0.6400423220808307
55,2025-04-16 14:40:27,628,17476,12554,8907,13861,1,CW,309.16799999999995,309.76061487358135,0.5926148735813968
56,2025-04-16 14:40:27,635,17513,12977,8870,13440,1,CW,314.8829999999999,315.395473293726,0.5124732937260887
57,2025-04-16 14:40:28,620,17501,13393,8874,13023,1,CW,320.4629999999999,320.9133560990797,0.4503560990797837
58,2025-04-16 14:40:28,636,17450,13813,8924,12600,1,CW,326.1869999999999,326.5178494072758,0.33084940727587764
59,2025-04-16 14:40:28,629,17350,14225,9017,12191,1,CW,331.8479999999999,332.0706397301224,0.22263973012252336
60,2025-04-16 14:40:28,625,17216,14625,9152,11789,1,CW,337.4729999999999,337.63510449643366,0.16210449643375568
61,2025-04-16 14:40:29,620,17044,15009,9322,11399,1,CW,343.0529999999999,343.1973013015778,0.14430130157791154
62,2025-04-16 14:40:29,625,16830,15381,9532,11029,1,CW,348.6779999999999,348.81327691262476,0.1352769126248745
63,2025-04-16 14:40:29,638,16577,15739,9784,10665,1,CW,354.4199999999999,354.6083201561835,0.188320156183579
64,2025-04-16 14:40:30,628,16296,16069,10064,10337,1,CW,360.0719999999999,360.30092557454793,0.2289255745480432
0,2025-04-16 14:40:32,4,16296,16064,10061,10337,1,CCW,360.1079999999999,360.2633128497395,0.1553128497396301
1,2025-04-16 14:40:32,-601,16568,15741,9790,10656,1,CCW,354.6989999999999,354.72540726397955,0.026407263979649542
2,2025-04-16 14:40:32,-640,16822,15382,9536,11019,1,CCW,348.9389999999999,348.91582734828415,-0.023172651715754
3,2025-04-16 14:40:32,-627,17037,15011,9324,11393,1,CCW,343.29599999999994,343.2699682111617,-0.026031788838224657
4,2025-04-16 14:40:33,-616,17208,14630,9154,11775,1,CCW,337.75199999999995,337.77481297623325,0.022812976233296922
5,2025-04-16 14:40:33,-627,17348,14226,9017,12182,1,CCW,332.109,332.13772325126786,0.028723251267877004
6,2025-04-16 14:40:33,-630,17446,13813,8924,12597,1,CCW,326.43899999999996,326.54108958699544,0.10208958699547566
7,2025-04-16 14:40:34,-634,17501,13390,8872,13020,1,CCW,320.73299999999995,320.91282904166223,0.17982904166228764
8,2025-04-16 14:40:34,-618,17510,12977,8863,13431,1,CCW,315.17099999999994,315.456567419331,0.2855674193310733
9,2025-04-16 14:40:34,-639,17473,12554,8902,13858,1,CCW,309.41999999999996,309.7824214288768,0.3624214288768144
10,2025-04-16 14:40:35,-626,17396,12144,8983,14267,1,CCW,303.78599999999994,304.20958251237556,0.42358251237561717
11,2025-04-16 14:40:35,-630,17277,11743,9105,14668,1,CCW,298.11599999999993,298.58682605014485,0.47082605014492174
12,2025-04-16 14:40:35,-613,17122,11363,9264,15045,1,CCW,292.59899999999993,293.0574759814013,0.4584759814013637
13,2025-04-16 14:40:35,-621,16923,10994,9462,15415,1,CCW,287.00999999999993,287.37145259152567,0.36145259152573317
14,2025-04-16 14:40:36,-631,16689,10642,9698,15767,1,CCW,281.33099999999996,281.611700399045,0.2807003990450312
15,2025-04-16 14:40:36,-620,16424,10316,9963,16088,1,CCW,275.751,275.9051178456647,0.15411784566470033
16,2025-04-16 14:40:36,-634,16125,10011,10265,16391,1,CCW,270.04499999999996,270.06391683971526,0.018916839715302558
17,2025-04-16 14:40:37,-615,15804,9745,10583,16654,1,CCW,264.50999999999993,264.3957829930966,-0.11421700690334546
18,2025-04-16 14:40:37,-629,15454,9502,10933,16890,1,CCW,258.84899999999993,258.60812080867515,-0.24087919132477964
19,2025-04-16 14:40:37,-623,15091,9300,11297,17090,1,CCW,253.24199999999993,252.95615722294542,-0.285842777054512
20,2025-04-16 14:40:37,-615,14714,9136,11672,17249,1,CCW,247.70699999999994,247.4090457071568,-0.29795429284314423
21,2025-04-16 14:40:38,-615,14326,9010,12061,17367,1,CCW,242.17199999999994,241.9121038249986,-0.2598961750013302
22,2025-04-16 14:40:38,-616,13923,8924,12461,17447,1,CCW,236.62799999999993,236.40150652680285,-0.22649347319708113
23,2025-04-16 14:40:38,-630,13508,8878,12876,17490,1,CCW,230.95799999999994,230.81727451227903,-0.1407254877209141
24,2025-04-16 14:40:39,-617,13093,8875,13281,17483,1,CCW,225.40499999999994,225.35615723528144,-0.048842764718500575
25,2025-04-16 14:40:39,-636,12677,8917,13700,17437,1,CCW,219.68099999999995,219.78377183035104,0.10277183035108806
26,2025-04-16 14:40:39,-614,12269,9000,14100,17351,1,CCW,214.15499999999994,214.3221376173982,0.16713761739825372
27,2025-04-16 14:40:40,-622,11872,9123,14501,17224,1,CCW,208.55699999999993,208.8026577363678,0.24565773636786048
28,2025-04-16 14:40:40,-613,11489,9285,14881,17057,1,CCW,203.03999999999994,203.32846774009477,0.28846774009483056
29,2025-04-16 14:40:40,-625,11111,9487,15257,16852,1,CCW,197.41499999999994,197.6876384243244,0.2726384243244695
30,2025-04-16 14:40:40,-624,10753,9727,15613,16609,1,CCW,191.79899999999992,192.01750856336002,0.21850856336010338
31,2025-04-16 14:40:41,-610,10424,9993,15940,16340,1,CCW,186.3089999999999,186.45071289843918,0.14171289843926616
32,2025-04-16 14:40:41,-633,10106,10299,16256,16031,1,CCW,180.6119999999999,180.64507338070712,0.03307338070720789
33,2025-04-16 14:40:41,-622,9826,10626,16535,15701,1,CCW,175.0139999999999,174.97907792917556,-0.034922070824336515
34,2025-04-16 14:40:42,-631,9572,10985,16789,15341,1,CCW,169.3349999999999,169.19995748067322,-0.13504251932667444
35,2025-04-16 14:40:42,-618,9356,11356,16998,14970,1,CCW,163.77299999999988,163.58890946884048,-0.18409053115939855
36,2025-04-16 14:40:42,-610,9183,11740,17177,14583,1,CCW,158.28299999999987,158.02799899781485,-0.2550010021850255
37,2025-04-16 14:40:42,-622,9045,12144,17316,14180,1,CCW,152.68499999999986,152.42677080006297,-0.258229199936892
38,2025-04-16 14:40:43,-624,8947,12560,17415,13764,1,CCW,147.06899999999985,146.80687446227876,-0.26212553772109004
39,2025-04-16 14:40:43,-630,8891,12984,17471,13338,1,CCW,141.39899999999986,141.16013606751852,-0.23886393248133686
40,2025-04-16 14:40:43,-611,8880,13397,17483,12929,1,CCW,135.89999999999986,135.72860824107988,-0.17139175891998093
41,2025-04-16 14:40:44,-637,8917,13823,17448,12504,1,CCW,130.16699999999986,130.06319407540622,-0.1038059245936438
42,2025-04-16 14:40:44,-623,8990,14233,17373,12094,1,CCW,124.55999999999986,124.511335429457,-0.048664570542854335
43,2025-04-16 14:40:44,-630,9111,14639,17254,11693,1,CCW,118.88999999999986,118.87429908863305,-0.015700911366806736
44,2025-04-16 14:40:45,-609,9268,15019,17098,11316,1,CCW,113.40899999999986,113.36144249036113,-0.04755750963873595
45,2025-04-16 14:40:45,-620,9462,15387,16903,10949,1,CCW,107.82899999999987,107.73808869640766,-0.09091130359220756
46,2025-04-16 14:40:45,-633,9695,15742,16671,10600,1,CCW,102.13199999999986,102.01014896788524,-0.12185103211461978
47,2025-04-16 14:40:45,-623,9960,16068,16407,10277,1,CCW,96.52499999999986,96.3082667969361,-0.2167332030637681
48,2025-04-16 14:40:46,-635,10260,16371,16107,9975,1,CCW,90.80999999999986,90.49338600475005,-0.31661399524980993
49,2025-04-16 14:40:46,-622,10578,16640,15786,9711,1,CCW,85.21199999999986,84.81063459855392,-0.40136540144594335
50,2025-04-16 14:40:46,-634,10931,16879,15434,9473,1,CCW,79.50599999999986,79.00039059579314,-0.505609404206723
51,2025-04-16 14:40:47,-632,11295,17082,15069,9273,1,CCW,73.81799999999986,73.32551637774401,-0.49248362225584685
52,2025-04-16 14:40:47,-616,11670,17245,14690,9113,1,CCW,68.27399999999986,67.754636182193,-0.5193638178068625
53,2025-04-16 14:40:47,-624,12062,17373,14300,8992,1,CCW,62.65799999999986,62.201739928260906,-0.4562600717389529
54,2025-04-16 14:40:47,-624,12462,17454,13898,8909,1,CCW,57.04199999999986,56.685126981340886,-0.35687301865897325
55,2025-04-16 14:40:48,-637,12877,17499,13483,8868,1,CCW,51.30899999999986,51.08342690999609,-0.22557309000377046
56,2025-04-16 14:40:48,-628,13289,17499,13067,8871,1,CCW,45.65699999999986,45.546558573615926,-0.11044142638393595
57,2025-04-16 14:40:48,-643,13710,17456,12646,8918,1,CCW,39.86999999999986,39.90232626141068,0.03232626141081596
58,2025-04-16 14:40:49,-620,14116,17373,12243,9003,1,CCW,34.289999999999864,34.410262021518804,0.12026202151893983
59,2025-04-16 14:40:49,-634,14520,17250,11833,9135,1,CCW,28.583999999999865,28.75400748045695,0.17000748045708391
60,2025-04-16 14:40:49,-617,14900,17087,11454,9299,1,CCW,23.030999999999864,23.28408197354338,0.2530819735435159
61,2025-04-16 14:40:50,-630,15277,16883,11073,9505,1,CCW,17.360999999999862,17.585066060372753,0.22406606037289123
62,2025-04-16 14:40:50,-632,15636,16642,10717,9746,1,CCW,11.672999999999863,11.888215326123486,0.21521532612362293
63,2025-04-16 14:40:50,-619,15965,16374,10386,10019,1,CCW,6.1019999999998635,6.252951126176811,0.15095112617694717
64,2025-04-16 14:40:51,-639,16282,16066,10066,10328,1,CCW,0.3509999999998641,0.40143794059093807,0.05043794059107398
0,2025-04-16 14:40:55,7,16296,16058,10059,10343,2,CW,0.063,0.06611742599199033,0.00311742599199033
1,2025-04-16 14:40:56,598,15995,16354,10360,10043,2,CW,5.444999999999999,5.652416158984863,0.20741615898486376
2,2025-04-16 14:40:56,622,15665,16627,10695,9769,2,CW,11.043,11.335374087260504,0.2923740872605052
3,2025-04-16 14:40:56,639,15303,16871,11051,9521,2,CW,16.793999999999997,17.083289269353543,0.2892892693535458
4,2025-04-16 14:40:56,629,14925,17075,11428,9312,2,CW,22.455,22.772259404632052,0.31725940463205404
5,2025-04-16 14:40:57,630,14537,17244,11819,9140,2,CW,28.125,28.39833206077708,0.2733320607770793
6,2025-04-16 14:40:57,613,14145,17370,12213,9015,2,CW,33.641999999999996,33.866949485511896,0.22494948551189964
7,2025-04-16 14:40:57,628,13739,17457,12620,8927,2,CW,39.294,39.39179121723032,0.09779121723032347
8,2025-04-16 14:40:58,638,13321,17502,13038,8874,2,CW,45.035999999999994,44.99768000251618,-0.03831999748381776
9,2025-04-16 14:40:58,624,12912,17505,13454,8870,2,CW,50.651999999999994,50.51113172633529,-0.1408682736647009
10,2025-04-16 14:40:58,639,12491,17466,13869,8908,2,CW,56.40299999999999,56.14247619525594,-0.2605238047440537
11,2025-04-16 14:40:59,624,12093,17383,14275,8988,2,CW,62.01899999999999,61.66808669282665,-0.350913307173343
12,2025-04-16 14:40:59,631,11695,17260,14673,9107,2,CW,67.698,67.29394497846368,-0.40405502153630835
13,2025-04-16 14:40:59,629,11315,17094,15057,9270,2,CW,73.359,72.94090943553016,-0.4180905644698356
14,2025-04-16 14:40:59,617,10954,16898,15417,9460,2,CW,78.91199999999999,78.51002911965838,-0.401970880341608
15,2025-04-16 14:41:00,628,10606,16663,15764,9693,2,CW,84.564,84.22633107987929,-0.3376689201207057
16,2025-04-16 14:41:00,625,10283,16396,16090,9954,2,CW,90.189,89.93753782561424,-0.25146217438575036
17,2025-04-16 14:41:00,634,9983,16094,16389,10255,2,CW,95.895,95.73664085295212,-0.15835914704787513
18,2025-04-16 14:41:01,623,9716,15772,16656,10575,2,CW,101.502,101.42373207047353,-0.07826792952646144
19,2025-04-16 14:41:01,639,9477,15415,16894,10928,2,CW,107.253,107.23079368316166,-0.022206316838335738
20,2025-04-16 14:41:01,619,9281,15048,17096,11292,2,CW,112.824,112.85750682207834,0.033506822078336995
21,2025-04-16 14:41:01,624,9121,14658,17254,11679,2,CW,118.44,118.50696443669256,0.06696443669255814
22,2025-04-16 14:41:02,612,8999,14265,17370,12069,2,CW,123.948,123.98781149285537,0.039811492855378106
23,2025-04-16 14:41:02,630,8917,13851,17451,12483,2,CW,129.618,129.61059097713866,-0.007409022861338599
24,2025-04-16 14:41:02,627,8880,13428,17487,12903,2,CW,135.261,135.22077879118274,-0.04022120881725755
25,2025-04-16 14:41:03,616,8891,13013,17477,13316,2,CW,140.805,140.69045978290364,-0.11454021709636208
26,2025-04-16 14:41:03,634,8941,12587,17423,13742,2,CW,146.511,146.3434483037296,-0.167551696270408
27,2025-04-16 14:41:03,622,9039,12176,17329,14154,2,CW,152.109,151.89606817835846,-0.212931821641547
28,2025-04-16 14:41:04,629,9172,11767,17191,14562,2,CW,157.77,157.5455929779962,-0.2244070220038168
29,2025-04-16 14:41:04,618,9348,11378,17018,14951,2,CW,163.33200000000002,163.13650233715316,-0.19549766284686143
30,2025-04-16 14:41:04,609,9558,11012,16808,15322,2,CW,168.81300000000002,168.69862173654496,-0.11437826345505187
31,2025-04-16 14:41:04,627,9808,10654,16559,15682,2,CW,174.45600000000002,174.43517040713573,-0.020829592864288315
32,2025-04-16 14:41:05,623,10089,10324,16278,16012,2,CW,180.06300000000002,180.12651523427837,0.06351523427835559
33,2025-04-16 14:41:05,627,10400,10018,15969,16322,2,CW,185.70600000000002,185.86909581309874,0.163095813098721
34,2025-04-16 14:41:05,615,10735,9747,15640,16598,2,CW,191.241,191.52378405099523,0.2827840509952182
35,2025-04-16 14:41:06,630,11092,9503,15280,16842,2,CW,196.911,197.22728966509146,0.3162896650914604
36,2025-04-16 14:41:06,622,11464,9301,14906,17051,2,CW,202.50900000000001,202.83195038713734,0.3229503871373254
37,2025-04-16 14:41:06,624,11859,9131,14525,17217,2,CW,208.125,208.4021739035129,0.27717390351290305
38,2025-04-16 14:41:06,602,12245,9011,14135,17348,2,CW,213.543,213.78271981853766,0.239719818537651
39,2025-04-16 14:41:07,626,12650,8926,13725,17442,2,CW,219.177,219.2990977171031,0.12209771710311657
40,2025-04-16 14:41:07,627,13074,8876,13315,17484,2,CW,224.82,224.86371858607424,0.04371858607424883
41,2025-04-16 14:41:07,621,13484,8877,12909,17492,2,CW,230.409,230.29572857630401,-0.11327142369597709
42,2025-04-16 14:41:08,628,13893,8924,12487,17460,2,CW,236.06099999999998,235.87595593977898,-0.18504406022100284
43,2025-04-16 14:41:08,614,14296,9003,12093,17377,2,CW,241.587,241.33815900416778,-0.24884099583221087
44,2025-04-16 14:41:08,626,14698,9125,11701,17258,2,CW,247.22099999999998,246.93587477002262,-0.28512522997735346
45,2025-04-16 14:41:09,623,15075,9294,11312,17104,2,CW,252.82799999999997,252.56714716650325,-0.2608528334967275
46,2025-04-16 14:41:09,613,15434,9493,10954,16909,2,CW,258.34499999999997,258.13053064544124,-0.21446935455873017
47,2025-04-16 14:41:09,621,15785,9724,10614,16672,2,CW,263.93399999999997,263.823898560545,-0.1101014394549793
48,2025-04-16 14:41:09,618,16104,9993,10289,16416,2,CW,269.496,269.50094578948375,0.004945789483770113
49,2025-04-16 14:41:10,633,16403,10296,9984,16117,2,CW,275.193,275.3279934640237,0.13499346402369383
50,2025-04-16 14:41:10,622,16676,10619,9720,15788,2,CW,280.791,281.09346279077386,0.30246279077385907
51,2025-04-16 14:41:10,634,16915,10974,9480,15439,2,CW,286.497,286.8905171640997,0.3935171640997055
52,2025-04-16 14:41:11,619,17109,11344,9277,15078,2,CW,292.06800000000004,292.53194896081055,0.4639489608105123
53,2025-04-16 14:41:11,625,17273,11728,9116,14686,2,CW,297.69300000000004,298.21246353815604,0.5194635381560033
54,2025-04-16 14:41:11,615,17396,12120,8996,14292,2,CW,303.22800000000007,303.74021638192573,0.5122163819256684
55,2025-04-16 14:41:11,629,17471,12537,8903,13885,2,CW,308.88900000000007,309.3609697347541,0.47196973475405457
56,2025-04-16 14:41:12,632,17507,12957,8867,13460,2,CW,314.57700000000006,315.00146400281943,0.42446400281937713
57,2025-04-16 14:41:12,620,17506,13365,8874,13044,2,CW,320.15700000000004,320.4611893716614,0.30418937166137994
58,2025-04-16 14:41:12,638,17452,13791,8917,12622,2,CW,325.89900000000006,326.0956866817259,0.19668668172585058
59,2025-04-16 14:41:13,628,17357,14205,9006,12213,2,CW,331.55100000000004,331.6476297419255,0.0966297419254829
60,2025-04-16 14:41:13,633,17226,14605,9145,11800,2,CW,337.24800000000005,337.279145169906,0.031145169905926195
61,2025-04-16 14:41:13,624,17053,14994,9315,11414,2,CW,342.86400000000003,342.8470934272598,-0.016906572740253978
62,2025-04-16 14:41:14,617,16836,15366,9518,11048,2,CW,348.41700000000003,348.42609474671144,0.009094746711411972
63,2025-04-16 14:41:14,634,16593,15719,9772,10682,2,CW,354.12300000000005,354.1742985530094,0.05129855300936015
64,2025-04-16 14:41:15,629,16315,16049,10052,10348,2,CW,359.78400000000005,359.8825433434091,0.09854334340906235
0,2025-04-16 14:41:18,-2,16301,16059,10059,10337,2,CCW,359.7660000000001,360.07784535442175,0.3118453544216777
1,2025-04-16 14:41:18,-596,16566,15744,9784,10662,2,CCW,354.4020000000001,354.5649469018296,0.162946901829514
2,2025-04-16 14:41:18,-639,16819,15386,9534,11019,2,CCW,348.6510000000001,348.8138968099781,0.1628968099779513
3,2025-04-16 14:41:18,-627,17040,15009,9327,11389,2,CCW,343.00800000000015,343.15470155684056,0.1467015568404122
4,2025-04-16 14:41:19,-616,17210,14630,9149,11777,2,CCW,337.46400000000017,337.6203590504572,0.15635905045701293
5,2025-04-16 14:41:19,-628,17346,14229,9014,12184,2,CCW,331.8120000000002,332.01595518601437,0.20395518601418416
6,2025-04-16 14:41:19,-629,17448,13809,8925,12593,2,CCW,326.1510000000002,326.41342414150284,0.26242414150266313
7,2025-04-16 14:41:20,-634,17501,13389,8874,13019,2,CCW,320.44500000000016,320.78618548730356,0.3411854873033917
8,2025-04-16 14:41:20,-620,17504,12977,8862,13439,2,CCW,314.8650000000002,315.27388835429804,0.40888835429785786
9,2025-04-16 14:41:20,-638,17474,12552,8905,13855,2,CCW,309.12300000000016,309.6582197405867,0.5352197405865127
10,2025-04-16 14:41:20,-626,17400,12143,8986,14263,2,CCW,303.48900000000015,304.10088375352564,0.6118837535254897
11,2025-04-16 14:41:21,-629,17273,11746,9103,14672,2,CCW,297.82800000000015,298.444841037449,0.6168410374488644
12,2025-04-16 14:41:21,-614,17117,11364,9263,15049,2,CCW,292.30200000000013,292.8951588732556,0.5931588732554474
13,2025-04-16 14:41:21,-621,16928,10993,9464,15412,2,CCW,286.71300000000014,287.25975402240636,0.5467540224062191
14,2025-04-16 14:41:22,-630,16687,10640,9697,15767,2,CCW,281.0430000000001,281.4614411146688,0.41844111466866707
15,2025-04-16 14:41:22,-621,16420,10317,9961,16092,2,CCW,275.4540000000001,275.74413634720963,0.2901363472095113
16,2025-04-16 14:41:22,-632,16125,10008,10268,16387,2,CCW,269.76600000000013,269.91543271664693,0.1494327166467997
17,2025-04-16 14:41:23,-616,15809,9742,10585,16654,2,CCW,264.22200000000015,264.2608930680474,0.03889306804722992
18,2025-04-16 14:41:23,-629,15451,9505,10927,16894,2,CCW,258.56100000000015,258.48212692590107,-0.07887307409907862
19,2025-04-16 14:41:23,-623,15091,9298,11298,17086,2,CCW,252.95400000000015,252.8153000311699,-0.13869996883025237
20,2025-04-16 14:41:23,-615,14718,9131,11673,17244,2,CCW,247.41900000000015,247.2870071343867,-0.13199286561345502
21,2025-04-16 14:41:24,-617,14320,9012,12059,17372,2,CCW,241.86600000000016,241.7396432205998,-0.1263567794003677
22,2025-04-16 14:41:24,-614,13919,8924,12460,17451,2,CCW,236.34000000000015,236.23607214058373,-0.10392785941641591
23,2025-04-16 14:41:24,-628,13511,8876,12874,17485,2,CCW,230.68800000000016,230.711060801864,0.023060801863834968
24,2025-04-16 14:41:25,-622,13093,8876,13281,17487,2,CCW,225.09000000000015,225.21629091132445,0.12629091132430403
25,2025-04-16 14:41:25,-632,12674,8920,13697,17441,2,CCW,219.40200000000016,219.6449283476794,0.24292834767925342
26,2025-04-16 14:41:25,-615,12277,8998,14105,17349,2,CCW,213.86700000000016,214.20269965180432,0.3356996518041626
27,2025-04-16 14:41:25,-619,11873,9122,14501,17222,2,CCW,208.29600000000016,208.66907343488606,0.37307343488589595
28,2025-04-16 14:41:26,-617,11486,9287,14879,17061,2,CCW,202.74300000000017,203.19099186578717,0.447991865787003
29,2025-04-16 14:41:26,-622,11112,9487,15257,16852,2,CCW,197.14500000000015,197.5577495334553,0.4127495334551554
30,2025-04-16 14:41:26,-625,10757,9724,15615,16607,2,CCW,191.52000000000015,191.8975363954769,0.37753639547673856
31,2025-04-16 14:41:27,-610,10423,9994,15938,16345,2,CCW,186.03000000000014,186.33944267635536,0.3094426763552178
32,2025-04-16 14:41:27,-623,10107,10300,16252,16033,2,CCW,180.42300000000014,180.53973484876474,0.11673484876459383
33,2025-04-16 14:41:27,-633,9829,10626,16539,15698,2,CCW,174.72600000000014,174.82764440978212,0.10164440978198286
34,2025-04-16 14:41:28,-631,9571,10987,16787,15342,2,CCW,169.04700000000014,169.06654959358502,0.01954959358488395
35,2025-04-16 14:41:28,-617,9355,11360,16999,14972,2,CCW,163.49400000000014,163.44058163706575,-0.05341836293439428
36,2025-04-16 14:41:28,-611,9185,11739,17181,14579,2,CCW,157.99500000000015,157.8742945519374,-0.12070544806275052
37,2025-04-16 14:41:28,-620,9046,12143,17320,14182,2,CCW,152.41500000000013,152.31025526956842,-0.10474473043171884
38,2025-04-16 14:41:29,-626,8940,12562,17413,13768,2,CCW,146.78100000000015,146.68390367356983,-0.09709632643031796
39,2025-04-16 14:41:29,-628,8892,12981,17473,13341,2,CCW,141.12900000000016,141.0674728919385,-0.061527108061653735
40,2025-04-16 14:41:29,-615,8882,13396,17486,12925,2,CCW,135.59400000000016,135.57640225496408,-0.01759774503608469
41,2025-04-16 14:41:30,-634,8911,13824,17447,12509,2,CCW,129.88800000000018,129.96067910109178,0.0726791010916088
42,2025-04-16 14:41:30,-623,8987,14235,17375,12094,2,CCW,124.28100000000018,124.37159484347154,0.09059484347136504
43,2025-04-16 14:41:30,-627,9113,14635,17259,11692,2,CCW,118.63800000000018,118.76381821590769,0.12581821590751474
44,2025-04-16 14:41:30,-613,9265,15020,17100,11321,2,CCW,113.12100000000018,113.26263619847191,0.1416361984717298
45,2025-04-16 14:41:31,-621,9458,15391,16903,10952,2,CCW,107.53200000000018,107.60715725489132,0.07515725489113834
46,2025-04-16 14:41:31,-632,9699,15741,16672,10596,2,CCW,101.84400000000018,101.84145242742426,-0.0025475725759207535
47,2025-04-16 14:41:31,-623,9963,16066,16408,10276,2,CCW,96.23700000000018,96.16288939554289,-0.07411060445728879
48,2025-04-16 14:41:32,-635,10257,16374,16104,9977,2,CCW,90.52200000000018,90.34627078360506,-0.17572921639511208
49,2025-04-16 14:41:32,-620,10580,16640,15789,9707,2,CCW,84.94200000000018,84.65622753302688,-0.28577246697329883
50,2025-04-16 14:41:32,-637,10933,16880,15439,9471,2,CCW,79.20900000000017,78.86313821422823,-0.3458617857719446
51,2025-04-16 14:41:33,-632,11294,17086,15067,9277,2,CCW,73.52100000000017,73.17509044433336,-0.3459095556668075
52,2025-04-16 14:41:33,-615,11668,17246,14691,9114,2,CCW,67.98600000000017,67.6292758337483,-0.35672416625187964
53,2025-04-16 14:41:33,-622,12065,17370,14304,8990,2,CCW,62.388000000000176,62.06584685952288,-0.3221531404772975
54,2025-04-16 14:41:33,-626,12459,17456,13895,8911,2,CCW,56.754000000000175,56.54142928975932,-0.21257071024085405
55,2025-04-16 14:41:34,-639,12874,17501,13479,8871,2,CCW,51.00300000000018,50.93429557991533,-0.068704420084849
56,2025-04-16 14:41:34,-625,13293,17498,13069,8869,2,CCW,45.37800000000018,45.39139715633206,0.013397156331883764
57,2025-04-16 14:41:34,-642,13713,17456,12648,8919,2,CCW,39.60000000000018,39.754170090400976,0.15417009040079677
58,2025-04-16 14:41:35,-622,14109,17377,12237,9008,2,CCW,34.00200000000018,34.27592402172718,0.27392402172699803
59,2025-04-16 14:41:35,-632,14518,17248,11838,9132,2,CCW,28.31400000000018,28.662271770280995,0.3482717702808138
60,2025-04-16 14:41:35,-618,14903,17084,11455,9295,2,CCW,22.75200000000018,23.138330080968046,0.38633008096786625
61,2025-04-16 14:41:35,-631,15275,16885,11073,9508,2,CCW,17.07300000000018,17.45864339403454,0.3856433940343571
62,2025-04-16 14:41:36,-632,15634,16646,10715,9747,2,CCW,11.385000000000183,11.766659756561864,0.3816597565616817
63,2025-04-16 14:41:36,-618,15970,16374,10389,10014,2,CCW,5.823000000000183,6.133255285928101,0.3102552859279175
64,2025-04-16 14:41:37,-639,16281,16067,10067,10329,2,CCW,0.07200000000018392,0.2803020223117869,0.208302022311603
0,2025-04-16 14:41:42,-1,16303,16051,10060,10342,3,CW,-0.009,-0.0191863885740986,-0.010186388574098601
1,2025-04-16 14:41:42,601,16002,16350,10359,10045,3,CW,5.3999999999999995,5.557650830124942,0.1576508301249424
2,2025-04-16 14:41:42,622,15666,16625,10685,9776,3,CW,10.998,11.213004791784329,0.21500479178432919
3,2025-04-16 14:41:43,640,15307,16868,11053,9521,3,CW,16.758,17.03356319753607,0.2755631975360693
4,2025-04-16 14:41:43,627,14934,17073,11428,9314,3,CW,22.401,22.67898639538862,0.2779863953886199
5,2025-04-16 14:41:43,633,14537,17247,11814,9146,3,CW,28.098,28.332723867298057,0.23472386729805805
6,2025-04-16 14:41:44,612,14149,17369,12210,9014,3,CW,33.606,33.79388893636326,0.1878889363632581
7,2025-04-16 14:41:44,627,13747,17454,12622,8921,3,CW,39.249,39.32703365430933,0.07803365430932985
8,2025-04-16 14:41:44,636,13324,17504,13031,8878,3,CW,44.973,44.90289449359187,-0.07010550640812596
9,2025-04-16 14:41:44,626,12913,17506,13447,8870,3,CW,50.607,50.42947930293383,-0.17752069706617135
10,2025-04-16 14:41:45,640,12502,17463,13873,8903,3,CW,56.367,56.065970946873676,-0.3010290531263209
11,2025-04-16 14:41:45,622,12096,17387,14267,8989,3,CW,61.964999999999996,61.56304132378165,-0.40195867621834935
12,2025-04-16 14:41:45,633,11697,17262,14668,9110,3,CW,67.66199999999999,67.22344525646992,-0.4385547435300765
13,2025-04-16 14:41:46,629,11318,17095,15055,9262,3,CW,73.323,72.85498337541236,-0.4680166245876336
14,2025-04-16 14:41:46,616,10957,16903,15414,9459,3,CW,78.86699999999999,78.42482422884882,-0.44217577115117024
