step,timestamp,encoder,SIN_P,COS_P,SIN_N,COS_N,cycle,direction,theta,alpha,angle_error
3,2025-04-16 14:45:31,641,15313,16867,11047,9527,8,CW,16.685999999999996,16.94883043515,0.26283043515000415
4,2025-04-16 14:45:32,627,14937,17071,11421,9317,8,CW,22.328999999999997,22.611900863994492,0.2829008639944952
5,2025-04-16 14:45:32,632,14547,17242,11811,9145,8,CW,28.016999999999996,28.249164550485204,0.23216455048520857
6,2025-04-16 14:45:32,616,14154,17368,12207,9015,8,CW,33.56099999999999,33.74530788592807,0.184307885928078
7,2025-04-16 14:45:33,628,13747,17458,12614,8925,8,CW,39.212999999999994,39.27996103542836,0.0669610354283634
8,2025-04-16 14:45:33,632,13332,17505,13033,8875,8,CW,44.900999999999996,44.86892650344919,-0.032073496550808045
9,2025-04-16 14:45:33,628,12920,17507,13448,8870,8,CW,50.553,50.39368596390585,-0.15931403609414474
10,2025-04-16 14:45:33,636,12506,17467,13864,8904,8,CW,56.276999999999994,55.980747822553894,-0.29625217744609955
11,2025-04-16 14:45:34,622,12104,17387,14269,8984,8,CW,61.87499999999999,61.51904232594535,-0.3559576740546433
12,2025-04-16 14:45:34,635,11705,17265,14665,9104,8,CW,67.58999999999999,67.13571615850066,-0.45428384149933265
